# Select by flag: 0=uniformly populated footprint; 1=ridge line; 2,3= upper(N) and lower(S) footprint bounds
# ra                   dec                    D      flag  
  228.88583496393116   -1.2620937367590042    22.0   0     
  244.99006554567083   7.657363406953296      22.0   0     
  219.74596933198768   -11.693918860095392    22.0   0     
  236.53086878859142   4.082232994892217      22.0   0     
  224.1333008280406    -5.378427830296966     22.0   0     
  221.66280985285434   -7.323028886479128     22.0   0     
  240.0150288719606    5.848308884838231      22.0   0     
  232.4035431733714    2.475438974389806      22.0   0     
  238.92706846279972   5.28815496985723       22.0   0     
  248.45965229127322   9.52428219232423       22.0   0     
  247.80903571796463   8.894119617579808      22.0   0     
  246.8446499602987    8.656933703264706      22.0   0     
  239.89272830721364   6.563544961154975      22.0   0     
  226.02429125044517   -4.10421968847661      22.0   0     
  226.08723021128398   -2.2130162972627385    22.0   0     
  242.54674387603316   6.572543294513166      22.0   0     
  223.43287485892483   -5.637678247024249     22.0   0     
  220.21493644386243   -10.088209015172879    22.0   0     
  221.31695317823232   -8.375003128724504     22.0   0     
  226.6278582866008    -2.531460841419909     22.0   0     
  243.8615732670633    6.9170707656570665     22.0   0     
  244.66688447682589   7.70846705637957       22.0   0     
  222.24985916723222   -8.221758209567653     22.0   0     
  230.11879338084327   0.5746391185054996     22.0   0     
  246.49814040138747   9.135754278598586      22.0   0     
  225.9132943353121    -3.2196698392696175    22.0   0     
  234.24391868029886   3.9568573361806676     22.0   0     
  230.00395433919363   1.218575232112119      22.0   0     
  239.4378123471671    6.07309197775343       22.0   0     
  221.66483765465338   -8.91949619658348      22.0   0     
  233.3514684516296    2.4073155223159497     22.0   0     
  229.0445064334953    0.7510237419222394     22.0   0     
  226.29690953936827   -2.8529052804738666    22.0   0     
  230.54919018223077   2.155299222159537      22.0   0     
  246.24948633194964   8.013226769973365      22.0   0     
  231.63762791581752   2.6939999869501907     22.0   0     
