# RA           DEC          D_kpc    flag  
  125.889049   -1.0375      13.006   0     
  194.176338   57.757114    10.337   0     
  121.976246   -13.505605   17.573   0     
  124.184272   -12.160957   14.907   0     
  124.372345   -10.830014   14.68    0     
  211.649165   59.034605    11.209   0     
  196.695257   58.243988    10.464   0     
  120.08017    -15.854804   19.862   0     
  166.406311   49.788679    8.855    0     
  184.028277   56.512014    9.812    0     
  133.93346    11.578547    9.05     0     
  128.608264   1.583982     11.05    0     
  127.116148   -0.737843    12.002   0     
  137.835087   22.983108    8.399    0     
  139.514236   21.186806    8.243    0     
  133.544879   11.037357    9.144    0     
  196.53048    58.069678    10.456   0     
  221.081845   58.570614    11.673   0     
  193.109452   57.98133     10.282   0     
  156.088511   40.830432    8.328    0     
  128.119778   0.253472     11.335   0     
  126.635795   -2.610218    12.366   0     
  178.916232   53.165433    9.54     0     
  162.196312   46.768934    8.629    0     
  134.153821   15.251977    9.0      0     
  136.15573    16.774564    8.622    0     
  198.836419   59.471851    10.572   0     
  146.726664   32.949112    8.048    0     
  169.200115   49.681321    9.008    0     
  146.636282   32.534643    8.047    0     
  172.185674   52.542633    9.173    0     
  169.440337   51.950188    9.022    0     
  133.681994   13.480393    9.11     0     
  121.97412    -15.508459   17.575   0     
  154.340626   43.359399    8.253    0     
  124.607834   -3.247466    14.396   0     
  128.744362   6.196118     10.975   0     
  226.519433   56.803279    11.94    0     
  183.04066    55.069017    9.76     0     
  141.393796   23.733586    8.131    0     
  138.253349   21.324202    8.355    0     
  183.522764   56.467777    9.786    0     
  124.235452   -4.368431    14.845   0     
  125.319647   -4.602413    13.571   0     
  172.825471   53.725095    9.208    0     
  180.033074   56.117394    9.6      0     
  159.071882   43.914156    8.469    0     
  124.325546   -8.17926     14.736   0     
  128.882402   5.748416     10.9     0     
  141.642498   25.39202     8.12     0     
  150.146761   35.065977    8.109    0     
  144.915376   33.230684    8.046    0     
  131.039979   9.159117     9.923    0     
  122.580283   -11.350723   16.843   0     
  221.151743   58.385068    11.676   0     
  124.421071   -4.812703    14.621   0     
  138.365654   19.04316     8.343    0     
  160.22068    46.447331    8.527    0     
  235.078309   56.181845    12.36    0     
  192.348356   56.21524     10.244   0     
  147.90599    33.913229    8.062    0     
  186.785971   54.857928    9.957    0     
  233.047939   54.94949     12.26    0     
  172.540085   51.0697      9.192    0     
  196.392129   57.893008    10.449   0     
  130.859062   5.83371      9.993    0     
  207.385116   57.798416    10.998   0     
  227.77219    57.583041    12.001   0     
  203.751548   59.060787    10.817   0     
  135.689749   14.559626    8.698    0     
  125.388834   -1.928475    13.499   0     
  139.875558   23.950435    8.217    0     
  122.9091     -12.571811   16.446   0     
  128.046369   1.440989     11.381   0     
  158.731364   44.397401    8.453    0     
  141.981674   26.478764    8.106    0     
  212.21494    58.200739    11.237   0     
  121.891986   -13.346428   17.674   0     
  172.503473   51.761132    9.19     0     
  126.125147   -6.155094    12.793   0     
  124.833233   -9.406755    14.123   0     
  123.066108   -8.022189    16.257   0     
  180.184224   54.100995    9.608    0     
  138.883108   25.111038    8.295    0     
  145.89717    35.130857    8.044    0     
  159.788593   46.865448    8.505    0     
  202.92943    57.53134     10.776   0     
  124.574417   -4.073512    14.436   0     
  152.882234   40.575002    8.197    0     
  127.596757   2.899366     11.668   0     
  132.677079   9.332349     9.378    0     
  207.793433   58.564371    11.018   0     
  136.718347   15.581838    8.539    0     
  137.445795   17.921936    8.444    0     
  236.683602   55.191321    12.438   0     
  134.745131   12.051326    8.873    0     
  204.106785   59.779711    10.835   0     
  230.714824   56.665103    12.145   0     
  148.049025   34.638495    8.064    0     
  233.337205   55.536046    12.274   0     
  171.915171   52.780209    9.158    0     
  140.947467   26.945339    8.152    0     
  136.230253   17.16221     8.61     0     
  234.589241   56.715301    12.336   0     
  214.662584   59.63324     11.358   0     
  180.558933   55.677368    9.628    0     
  148.496595   35.720431    8.072    0     
  226.718032   58.496488    11.949   0     
  137.201211   18.959195    8.474    0     
  137.306913   16.750631    8.461    0     
  230.063407   57.270511    12.113   0     
  191.757029   57.788825    10.213   0     
  120.743027   -15.104684   19.061   0     
  182.571281   56.726641    9.735    0     
  138.34       22.603156    8.346    0     
  132.464013   7.186641     9.441    0     
  157.949455   42.198058    8.415    0     
  212.07643    59.218362    11.23    0     
  165.657429   47.276561    8.814    0     
  230.338113   57.516955    12.127   0     
  158.622175   42.859107    8.447    0     
  129.461305   5.923023     10.604   0     
  178.040281   52.596092    9.492    0     
  128.797171   1.653559     10.946   0     
  130.807871   8.074671     10.013   0     
  159.151591   45.990187    8.473    0     
  132.269377   8.99328      9.501    0     
  132.41156    11.492845    9.457    0     
  210.04398    58.25179     11.13    0     
  148.020662   36.276545    8.063    0     
  192.572526   57.137445    10.255   0     
  184.862456   57.243662    9.856    0     
  120.653209   -15.863527   19.17    0     
  181.867682   56.291452    9.698    0     
  185.596118   56.014803    9.895    0     
  131.590074   10.927765    9.724    0     
  136.814893   21.642923    8.525    0     
  223.788178   58.596074    11.805   0     
  182.597255   55.780552    9.737    0     
  137.740452   20.440341    8.41     0     
  153.428953   42.066918    8.217    0     
  178.506991   53.067461    9.518    0     
  223.772201   57.116435    11.805   0     
  209.899978   58.401946    11.123   0     
  172.575011   52.768651    9.194    0     
  214.101334   57.241206    11.33    0     
  153.429691   38.227544    8.217    0     
  148.519385   33.326122    8.072    0     
  136.762671   21.249899    8.532    0     
  139.847252   24.895989    8.219    0     
  144.234469   31.016658    8.052    0     
  132.066581   12.888468    9.565    0     
  130.502629   7.904905     10.136   0     
  144.088526   32.327422    8.054    0     
  165.922558   48.837418    8.829    0     
  227.911261   56.765049    12.008   0     
  189.02626    56.126738    10.073   0     
  168.769267   49.196663    8.985    0     
  225.758027   58.136244    11.902   0     
  161.326601   44.602838    8.584    0     
  219.761012   59.209731    11.608   0     
  200.281868   57.326437    10.644   0     
  161.335474   46.8842      8.584    0     
  179.725154   54.330503    9.583    0     
  190.848404   57.959319    10.167   0     
  132.224896   8.655234     9.515    0     
  131.969587   12.496552    9.596    0     
  119.848902   -15.103667   20.141   0     
  125.9502     -0.331322    12.95    0     
  185.779818   56.01024     9.904    0     
  184.427243   54.701693    9.833    0     
  138.066388   22.644963    8.374    0     
  123.380032   -13.311745   15.878   0     
  150.593156   36.568292    8.122    0     
  177.71101    55.543216    9.475    0     
  224.203079   56.614225    11.826   0     
  152.162537   40.091484    8.171    0     
  121.378597   -14.087244   18.294   0     
  138.023682   21.899458    8.379    0     
  215.869774   56.884047    11.417   0     
  119.852674   -14.914533   20.136   0     
  189.9042     58.275989    10.118   0     
  180.811507   54.475531    9.641    0     
  158.961747   43.640407    8.464    0     
  170.076346   50.460638    9.057    0     
  138.161158   22.220028    8.364    0     
  127.110972   -0.769881    12.006   0     
  140.779403   23.613503    8.161    0     
  154.097674   41.377198    8.244    0     
  139.971965   25.866658    8.211    0     
  147.090887   31.807269    8.051    0     
  134.719043   14.819215    8.879    0     
  213.564139   59.826509    11.303   0     
  192.416833   57.527131    10.247   0     
  174.215692   54.377873    9.284    0     
  224.145426   57.853833    11.823   0     
  214.050815   58.513011    11.327   0     
  123.757206   -5.852059    15.422   0     
  157.131007   43.186477    8.376    0     
  198.192549   57.251216    10.539   0     
  154.595716   42.18861     8.264    0     
  148.29684    37.715218    8.068    0     
  204.072276   57.970795    10.833   0     
  139.075619   25.1193      8.278    0     
  134.254347   13.722263    8.977    0     
  138.902175   23.851057    8.293    0     
  135.990539   15.255999    8.648    0     
  125.884685   -0.557426    13.01    0     
  145.804918   33.896       8.044    0     
  134.065573   16.50432     9.02     0     
  213.150449   57.464687    11.283   0     
  134.487002   12.18829     8.927    0     
  222.077889   57.536825    11.722   0     
  122.944315   -7.528907    16.404   0     
  121.152694   -17.102765   18.567   0     
  149.522173   35.074876    8.093    0     
  139.403669   23.381846    8.252    0     
  135.090405   17.832338    8.806    0     
  134.617007   18.055074    8.9      0     
  124.510102   -3.409136    14.514   0     
  220.629703   58.714165    11.65    0     
  146.151982   32.362055    8.044    0     
  213.702897   58.482341    11.31    0     
  146.360788   31.146081    8.045    0     
  233.112255   56.717775    12.263   0     
  219.737984   57.436108    11.607   0     
  132.248376   13.10748     9.507    0     
  188.556044   56.695935    10.049   0     
  187.905995   55.377975    10.015   0     
  133.68226    13.068546    9.11     0     
  235.948053   54.566012    12.402   0     
  235.303125   54.566297    12.371   0     
  190.421863   57.794036    10.145   0     
  204.103852   59.436824    10.835   0     
  204.566588   59.862691    10.858   0     
  127.244132   1.931541     11.91    0     
  137.716528   17.776879    8.412    0     
  125.220055   -4.547144    13.678   0     
  190.452687   57.006249    10.146   0     
  224.550575   56.665832    11.843   0     
  151.846319   40.576663    8.16     0     
  136.117514   16.852313    8.628    0     
  167.703434   49.062504    8.926    0     
  190.911525   57.993056    10.17    0     
  160.609822   46.463065    8.547    0     
  236.030633   53.658081    12.406   0     
  200.861944   59.313384    10.673   0     
  140.92198    28.328263    8.154    0     
  172.565569   52.711683    9.194    0     
  123.874806   -4.669761    15.28    0     
  124.783783   -7.507791    14.183   0     
  168.885206   49.448616    8.991    0     
  145.793801   29.89644     8.044    0     
  214.883583   58.727779    11.368   0     
  126.535788   -3.687826    12.447   0     
  145.940549   33.738708    8.044    0     
  134.418215   11.299448    8.942    0     
  127.884264   -2.767768    11.482   0     
  214.713798   59.79691     11.36    0     
  203.186844   58.4207      10.789   0     
  137.305711   21.948596    8.461    0     
  199.545675   58.310942    10.607   0     
  128.780716   5.029845     10.955   0     
  158.314592   43.422847    8.432    0     
  151.08446    38.210427    8.136    0     
  125.444904   -1.93038     13.44    0     
  225.057904   55.957518    11.868   0     
  148.673856   33.883638    8.075    0     
  138.693059   21.239907    8.312    0     
  137.808328   20.075554    8.402    0     
  200.416284   58.759314    10.651   0     
  178.590948   53.831122    9.522    0     
  142.978369   29.721696    8.075    0     
  139.867003   21.45968     8.218    0     
  175.12922    54.162903    9.334    0     
  123.331712   -11.795746   15.936   0     
  189.462674   55.541926    10.096   0     
  148.720204   34.625709    8.076    0     
  159.109267   45.968597    8.471    0     
  208.532569   59.477638    11.055   0     
  132.238486   6.746014     9.51     0     
  148.209226   36.304091    8.066    0     
  204.354898   57.389113    10.847   0     
  211.060027   59.226538    11.18    0     
  171.910759   53.438766    9.158    0     
  139.170491   23.35281     8.271    0     
  128.118061   1.219775     11.336   0     
  137.931835   21.219259    8.389    0     
  197.715888   56.946481    10.515   0     
  197.360423   59.017756    10.498   0     
  150.200768   36.009632    8.111    0     
  183.029988   56.237436    9.759    0     
  127.133458   -4.258375    11.989   0     
  213.438668   58.601891    11.297   0     
  122.061193   -9.923924    17.47    0     
  153.258664   42.316612    8.211    0     
  192.629358   56.506496    10.258   0     
  206.890007   58.65919     10.973   0     
  155.466938   40.066376    8.301    0     
  131.879106   6.925759     9.626    0     
  158.11528    42.611899    8.423    0     
  147.776111   32.870424    8.06     0     
  132.084021   12.859882    9.559    0     
  162.012195   46.605573    8.619    0     
  209.542348   57.879448    11.105   0     
  153.671712   40.673959    8.227    0     
  166.154941   47.376175    8.842    0     
  122.811827   -8.490752    16.564   0     
  154.119932   39.53731     8.245    0     
  189.701849   56.645637    10.108   0     
  152.042323   37.422761    8.167    0     
  210.025951   58.892858    11.129   0     
  125.930649   -7.556144    12.968   0     
  188.99854    58.130152    10.072   0     
  226.02572    56.441366    11.915   0     
  226.730058   58.425251    11.95    0     
  143.711499   28.020091    8.06     0     
  141.255038   27.175013    8.137    0     
  145.026133   30.526767    8.045    0     
  128.089965   4.434983     11.354   0     
  153.771085   38.908376    8.231    0     
  188.080053   57.647118    10.024   0     
  141.182107   24.884923    8.141    0     
  131.91239    7.695413     9.615    0     
  138.608189   24.712203    8.32     0     
  190.100113   56.527653    10.128   0     
  151.120255   39.063634    8.137    0     
  219.925497   58.159849    11.616   0     
  185.478161   56.325483    9.888    0     
  165.567457   50.013074    8.81     0     
  137.72225    22.523722    8.412    0     
  208.977711   58.834088    11.077   0     
  200.940235   58.744772    10.677   0     
  128.051343   -1.436869    11.377   0     
  193.760593   58.424266    10.315   0     
  170.245778   50.837211    9.066    0     
  152.328755   37.444427    8.177    0     
  169.213735   52.541431    9.009    0     
  122.657957   -13.126212   16.75    0     
  120.40201    -15.785702   19.473   0     
  132.35279    12.03989     9.475    0     
  154.86844    39.840842    8.275    0     
  135.009728   18.10465     8.821    0     
  234.723985   56.421416    12.342   0     
  236.900584   56.520992    12.449   0     
  176.971692   54.072269    9.435    0     
  132.223536   10.618939    9.515    0     
  234.78215    53.936973    12.345   0     
  171.349866   51.881105    9.127    0     
  179.337749   54.470562    9.562    0     
  150.397531   35.330125    8.116    0     
  136.975765   18.355776    8.504    0     
  136.86699    16.88329     8.518    0     
  158.79567    46.653218    8.456    0     
  233.956403   56.757767    12.305   0     
  235.689751   56.860714    12.39    0     
  209.476316   59.258258    11.102   0     
  136.869567   18.819979    8.518    0     
  191.754434   58.411985    10.213   0     
  162.224665   45.666702    8.631    0     
  126.199866   -6.399261    12.728   0     
  129.429003   7.655916     10.62    0     
  140.615859   25.857235    8.17     0     
  170.020192   52.499349    9.054    0     
  134.202554   16.541294    8.989    0     
  222.638489   56.343555    11.749   0     
  176.796934   54.445382    9.425    0     
  153.338775   42.138065    8.214    0     
  178.61686    52.977092    9.524    0     
  142.716558   26.026861    8.082    0     
  142.054259   25.426124    8.104    0     
  123.150072   -13.916457   16.155   0     
  120.834992   -12.967747   18.95    0     
  189.805657   55.41822     10.113   0     
  141.475104   26.529702    8.127    0     
  123.233664   -8.349347    16.055   0     
  202.023078   56.828559    10.731   0     
  188.624864   56.374292    10.052   0     
  134.156877   14.153837    8.999    0     
  138.926713   22.597491    8.291    0     
  145.138128   32.335866    8.044    0     
  229.618954   57.61503     12.092   0     
  123.3743     -6.243149    15.885   0     
  198.969189   58.772352    10.578   0     
  160.182491   47.720676    8.525    0     
  123.977607   -8.821058    15.156   0     
  175.125386   52.153546    9.334    0     
  152.310589   41.763973    8.176    0     
  224.383148   57.979489    11.835   0     
  173.475487   53.293524    9.244    0     
  204.673438   57.377479    10.863   0     
  133.199231   9.30353      9.234    0     
  127.196288   -3.719067    11.944   0     
  220.330842   58.609237    11.636   0     
  135.67781    19.521063    8.7      0     
  223.005646   56.246014    11.767   0     
  148.325348   36.454083    8.068    0     
  173.485925   52.71602     9.244    0     
  135.65623    14.045907    8.703    0     
  229.519586   57.493415    12.087   0     
  125.33917    -4.800136    13.55    0     
  225.058058   56.426872    11.868   0     
  127.300297   -1.236827    11.871   0     
  127.129219   2.332204     11.992   0     
  125.685978   -7.9388      13.199   0     
  229.532089   56.290112    12.087   0     
  137.053641   21.893625    8.493    0     
  134.43553    12.033334    8.938    0     
  125.832474   -7.633111    13.059   0     
  127.42211    0.449131     11.786   0     
  187.50886    57.928824    9.994    0     
  203.922293   57.810209    10.826   0     
  123.35011    -7.716519    15.914   0     
  141.460778   28.173258    8.128    0     
  167.05988    51.438869    8.891    0     
  143.806681   27.38466     8.058    0     
  193.150165   58.401059    10.284   0     
  179.352799   53.851083    9.563    0     
  166.128546   50.940997    8.84     0     
  142.773272   27.451349    8.081    0     
  236.06956    56.728921    12.408   0     
  219.939451   58.336546    11.617   0     
  128.075541   0.754273     11.363   0     
  226.853408   56.343678    11.956   0     
  229.793416   56.790787    12.1     0     
  127.4229     -2.533227    11.786   0     
  134.195628   15.822329    8.99     0     
  161.999608   45.192793    8.619    0     
  127.108988   -3.156975    12.007   0     
  120.468303   -14.452201   19.393   0     
  169.275482   49.82059     9.013    0     
  158.029542   42.323062    8.418    0     
  122.500773   -11.704685   16.939   0     
  156.758267   41.208371    8.359    0     
  158.070779   45.030134    8.42     0     
  132.956651   12.333484    9.299    0     
  122.144206   -13.852082   17.37    0     
  189.205627   56.678873    10.082   0     
  223.499511   56.642217    11.791   0     
  124.724285   -8.866968    14.255   0     
  232.049613   56.640142    12.211   0     
  224.628152   56.949152    11.847   0     
  128.65975    4.62357      11.022   0     
  131.162885   9.320293     9.877    0     
  143.348183   28.476371    8.067    0     
  155.354413   43.886509    8.296    0     
  203.018014   59.716993    10.781   0     
  150.083771   37.248428    8.108    0     
  122.865805   -10.83431    16.499   0     
  131.487791   8.182009     9.759    0     
  193.683594   57.509772    10.312   0     
  141.664623   27.784994    8.119    0     
  124.777546   -4.3432      14.191   0     
  163.810961   46.443398    8.715    0     
  186.240237   55.624451    9.928    0     
  234.543774   55.180087    12.333   0     
  156.985236   42.43674     8.369    0     
  178.05704    54.910403    9.493    0     
  141.585142   24.274387    8.122    0     
  121.956243   -9.893943    17.597   0     
  174.539937   52.277987    9.302    0     
  127.742743   1.342081     11.572   0     
  124.909363   -5.748881    14.031   0     
  185.178531   56.457804    9.873    0     
  145.043492   29.843936    8.045    0     
  227.820524   58.300626    12.003   0     
  127.550238   0.290474     11.699   0     
  221.72702    57.588444    11.704   0     
  228.342858   57.662144    12.029   0     
  131.713214   9.58811      9.682    0     
  122.635505   -12.264215   16.777   0     
  128.878232   5.379396     10.902   0     
  152.223071   41.302069    8.173    0     
  135.152709   13.275635    8.794    0     
  145.516121   30.382892    8.043    0     
  204.374039   59.667667    10.848   0     
  120.045495   -15.403788   19.904   0     
  135.083258   14.851995    8.807    0     
  129.296988   1.090248     10.685   0     
  200.568313   56.949809    10.659   0     
  136.739644   19.347379    8.536    0     
  123.108461   -13.605492   16.206   0     
  131.973197   8.526097     9.595    0     
  152.01845    38.014495    8.166    0     
  184.553305   57.260785    9.84     0     
  152.974073   38.989379    8.2      0     
  120.393315   -13.88785    19.484   0     
  149.209372   37.443759    8.086    0     
  129.413024   6.256874     10.628   0     
  143.739089   28.5126      8.059    0     
  181.867749   53.828831    9.698    0     
  156.478569   42.088638    8.346    0     
  199.273511   58.245175    10.594   0     
  131.131081   8.474998     9.889    0     
  143.220395   31.708521    8.069    0     
  132.064982   11.186277    9.565    0     
  195.802931   58.345864    10.419   0     
  123.376994   -12.449487   15.881   0     
  124.26413    -5.723986    14.81    0     
  119.953121   -15.454228   20.015   0     
  124.31371    -8.125406    14.751   0     
  138.414455   21.194891    8.339    0     
  222.535758   58.740126    11.744   0     
  171.498481   51.327255    9.135    0     
  126.108182   -4.637375    12.808   0     
  142.76041    28.807709    8.081    0     
  143.024291   30.872637    8.074    0     
  138.770717   23.236195    8.305    0     
  141.866675   26.833124    8.111    0     
  160.316632   45.101813    8.532    0     
  129.319896   5.251604     10.674   0     
  149.259325   37.741335    8.087    0     
  151.380099   40.908825    8.145    0     
  178.171059   54.288077    9.499    0     
  130.126416   4.525925     10.296   0     
  128.987061   4.538712     10.845   0     
  232.174591   54.649339    12.217   0     
  125.207529   -9.252967    13.692   0     
  218.961109   58.748102    11.569   0     
  227.436771   57.71689     11.985   0     
  161.414858   44.675224    8.588    0     
  128.85427    -0.029767    10.915   0     
  136.623693   18.984147    8.552    0     
  141.222678   23.576374    8.139    0     
  164.402743   49.798477    8.747    0     
  131.131789   4.301765     9.889    0     
  147.302424   35.770476    8.053    0     
  178.584846   54.099522    9.522    0     
  122.42644    -8.763819    17.029   0     
  136.90487    21.049783    8.513    0     
  171.985539   52.774733    9.162    0     
  142.742646   30.837642    8.081    0     
  174.667382   51.333053    9.309    0     
  144.974519   32.603811    8.045    0     
  236.282378   54.215675    12.419   0     
  170.276833   51.894676    9.068    0     
  134.453437   13.779299    8.934    0     
  124.462423   -3.777328    14.571   0     
  130.351532   7.225335     10.199   0     
  222.918402   58.970596    11.763   0     
  182.016561   56.898187    9.706    0     
  123.419141   -9.898815    15.831   0     
  132.320261   11.706453    9.485    0     
  154.021496   41.772134    8.241    0     
  180.21212    53.710499    9.609    0     
  158.529247   45.267362    8.443    0     
  132.365762   8.227194     9.471    0     
  233.149343   56.338208    12.265   0     
  139.316265   25.485403    8.259    0     
  166.810758   50.737921    8.877    0     
  206.11026    58.493765    10.935   0     
  158.946082   46.47108     8.463    0     
  124.430619   -8.983173    14.609   0     
  139.49636    23.480248    8.245    0     
  219.455082   58.262201    11.593   0     
  134.095531   16.458757    9.013    0     
  130.258132   4.931121     10.239   0     
  237.35395    56.259704    12.471   0     
  165.271536   49.238486    8.794    0     
  225.129146   56.519444    11.871   0     
  132.764851   10.596494    9.353    0     
  138.401181   19.261584    8.34     0     
  200.741931   58.976081    10.667   0     
  166.072638   49.540915    8.837    0     
  125.407953   -9.060331    13.479   0     
  141.423427   24.473266    8.129    0     
  122.490192   -15.060697   16.952   0     
  220.892429   57.97433     11.663   0     
  212.178898   58.454406    11.235   0     
  133.431865   12.111405    9.173    0     
  185.92958    57.543356    9.912    0     
  136.110533   20.183944    8.629    0     
  168.055768   50.264675    8.946    0     
  178.895849   54.220678    9.539    0     
  192.402811   58.652229    10.246   0     
  126.559928   -5.837681    12.427   0     
  206.830782   57.537182    10.97    0     
  164.84155    46.665842    8.77     0     
  125.548629   -1.219342    13.335   0     
  169.899785   51.309214    9.047    0     
  227.519289   56.336406    11.989   0     
  201.398722   56.859509    10.7     0     
  123.868874   -10.984654   15.288   0     
  177.555108   53.433478    9.466    0     
  135.467534   13.351592    8.736    0     
  151.309847   38.48414     8.143    0     
  128.45271    0.467007     11.139   0     
  220.243303   58.456588    11.631   0     
  121.061011   -12.375045   18.678   0     
  228.906154   58.006298    12.057   0     
  186.605914   57.505861    9.947    0     
  132.869468   11.267659    9.324    0     
  203.814615   57.402119    10.821   0     
  131.229581   5.773903     9.853    0     
  126.309721   -6.419544    12.633   0     
  146.829754   35.896088    8.049    0     
  130.62476    6.773702     10.086   0     
  131.247247   10.019124    9.846    0     
  186.870759   56.736645    9.961    0     
  139.238508   22.689892    8.265    0     
  154.732883   43.160984    8.27     0     
  124.266718   -4.097984    14.807   0     
  171.19205    52.569872    9.118    0     
  150.101737   37.382757    8.108    0     
  190.039892   57.800919    10.125   0     
  205.036821   58.939396    10.881   0     
  126.440779   -2.96254     12.524   0     
  217.083259   59.612862    11.476   0     
  151.307369   39.563082    8.143    0     
  158.408187   42.965243    8.437    0     
  127.487187   3.039463     11.742   0     
  122.733121   -9.005175    16.659   0     
  137.789817   17.587457    8.404    0     
  125.448385   -2.995811    13.436   0     
  211.742104   58.863417    11.214   0     
  122.804307   -11.158384   16.573   0     
  169.866141   50.465982    9.045    0     
  225.141727   57.443333    11.872   0     
  208.468011   58.045092    11.052   0     
  120.648177   -15.832935   19.176   0     
  137.877341   21.021644    8.394    0     
  132.726115   12.992778    9.364    0     
  179.370373   55.666516    9.564    0     
  126.357623   -1.823805    12.593   0     
  142.373673   28.243035    8.093    0     
  145.974197   30.72203     8.044    0     
  234.709948   55.895711    12.342   0     
  170.581042   52.871086    9.084    0     
  228.945702   55.302346    12.059   0     
  217.517194   57.990057    11.498   0     
  120.747856   -14.948125   19.056   0     
  167.142299   50.732265    8.895    0     
  162.132866   47.374042    8.626    0     
  121.142286   -14.98397    18.579   0     
  125.48758    -1.728647    13.397   0     
  148.016207   35.847533    8.063    0     
  174.163101   51.844957    9.281    0     
  127.402074   -3.026726    11.8     0     
  184.103159   57.385775    9.816    0     
  142.50264    28.841106    8.089    0     
  128.120483   4.023559     11.335   0     
  137.037698   21.120047    8.495    0     
  189.066428   57.902241    10.075   0     
  121.703178   -16.272937   17.902   0     
  229.171296   56.401154    12.07    0     
  142.719576   25.683489    8.082    0     
  138.554775   20.227945    8.325    0     
  138.429239   23.603215    8.337    0     
  181.401433   55.551126    9.673    0     
  226.837782   56.31449     11.955   0     
  146.421309   31.423139    8.046    0     
  125.0032     -2.345209    13.922   0     
  146.437247   34.123616    8.046    0     
  226.563722   56.720058    11.942   0     
  152.360037   38.128324    8.178    0     
  123.024045   -7.567457    16.308   0     
  215.650213   58.015163    11.406   0     
  123.74425    -6.731894    15.438   0     
  221.494172   58.616216    11.693   0     
  232.349958   57.5786      12.226   0     
  135.999948   19.435227    8.646    0     
  221.330091   57.235386    11.685   0     
  135.367879   13.482415    8.754    0     
  193.563847   56.034346    10.305   0     
  208.62832    59.781658    11.06    0     
  183.495811   54.079211    9.784    0     
  124.747208   -4.859944    14.227   0     
  209.353374   59.716637    11.095   0     
  195.768898   58.785774    10.417   0     
  134.702856   12.849075    8.882    0     
  139.848071   21.120098    8.219    0     
  126.446239   -2.393721    12.519   0     
  121.559638   -15.48333    18.076   0     
  125.980203   -2.516439    12.923   0     
  137.317017   22.409505    8.46     0     
  188.628589   56.69013     10.052   0     
  135.365729   18.534374    8.755    0     
  181.418692   54.466943    9.674    0     
  143.120258   28.915685    8.072    0     
  128.751367   4.51619      10.971   0     
  148.034631   35.603796    8.064    0     
  137.884454   23.346482    8.394    0     
  124.90256    -7.84026     14.04    0     
  128.340045   1.005786     11.204   0     
  203.734787   56.88037     10.817   0     
  194.355556   57.985894    10.346   0     
  223.961616   57.361423    11.814   0     
  121.958711   -11.586937   17.594   0     
  123.024883   -15.032474   16.307   0     
  208.407898   58.539223    11.049   0     
  148.278495   33.40741     8.068    0     
  121.692012   -17.421399   17.916   0     
  231.924601   54.900395    12.205   0     
  165.089915   48.290939    8.784    0     
  172.93991    51.638347    9.214    0     
  126.548313   -4.540989    12.436   0     
  142.077206   26.397421    8.103    0     
  122.066205   -14.2453     17.464   0     
  121.946378   -14.35864    17.609   0     
  224.433972   57.242214    11.837   0     
  155.612079   43.180876    8.307    0     
  158.658604   43.574112    8.449    0     
  220.142609   57.625346    11.627   0     
  236.60907    54.516696    12.435   0     
  198.352892   58.270282    10.547   0     
  122.264854   -16.694106   17.224   0     
  181.759105   56.392234    9.692    0     
  122.88302    -10.126642   16.478   0     
  126.415682   -0.802431    12.545   0     
  168.509193   51.083621    8.97     0     
  211.371649   59.799097    11.195   0     
  179.111462   54.715171    9.55     0     
  123.374353   -10.092171   15.885   0     
  215.732513   59.433221    11.41    0     
  225.815362   57.035616    11.905   0     
  130.126785   3.720344     10.296   0     
  121.736602   -13.70235    17.862   0     
  176.769388   52.950009    9.424    0     
  124.129269   -5.047882    14.973   0     
  139.501423   23.406321    8.244    0     
  192.271456   57.038908    10.24    0     
  160.191525   45.471074    8.525    0     
  197.558902   57.251019    10.508   0     
  140.547676   23.565628    8.174    0     
  123.859777   -8.887309    15.299   0     
  132.664837   11.485543    9.382    0     
  203.731975   58.557659    10.816   0     
  128.810818   6.297728     10.939   0     
  128.911644   6.459432     10.884   0     
  195.197395   58.617586    10.388   0     
  146.618452   30.777164    8.047    0     
  179.852846   55.464403    9.59     0     
  218.812513   57.261963    11.561   0     
  124.072196   -9.546005    15.042   0     
  130.221391   7.332208     10.255   0     
  133.445937   14.873218    9.169    0     
  148.332785   33.138418    8.069    0     
  149.98877    35.911621    8.105    0     
  232.337554   55.432887    12.225   0     
  218.362007   57.015529    11.539   0     
  120.003687   -15.892011   19.954   0     
  120.876963   -17.063386   18.9     0     
  161.251776   45.044014    8.58     0     
  139.44515    22.092325    8.249    0     
  151.755024   37.276425    8.157    0     
  133.535973   14.747941    9.147    0     
  215.090766   58.935519    11.379   0     
  147.526628   32.758949    8.056    0     
  129.328005   0.44558      10.67    0     
  138.504765   19.427894    8.33     0     
  153.321517   39.536605    8.213    0     
  135.719325   17.716858    8.693    0     
  156.132529   42.379899    8.33     0     
  132.60818    14.042715    9.399    0     
  167.051465   48.84484     8.891    0     
  160.048955   47.032561    8.518    0     
  207.816535   59.008525    11.019   0     
  140.90899    26.842281    8.154    0     
  232.843929   56.223051    12.25    0     
  226.991334   57.140516    11.963   0     
  147.695576   34.377324    8.058    0     
  237.38672    56.499729    12.473   0     
  147.688667   33.090947    8.058    0     
  228.599443   56.732427    12.042   0     
  136.450602   20.745579    8.577    0     
  161.514397   46.309972    8.593    0     
  133.238054   12.895395    9.223    0     
  231.286232   56.172894    12.174   0     
  141.139824   25.191274    8.143    0     
