# RA           DEC          D_kpc    flag  
  219.090464   59.462778    11.575   0     
  142.364855   25.698274    8.093    0     
  126.237865   -0.493186    12.695   0     
  146.902016   33.261288    8.049    0     
  214.352357   57.592562    11.342   0     
  164.790657   49.371402    8.768    0     
  147.499637   34.708921    8.056    0     
  156.209226   44.944546    8.334    0     
  130.000651   6.020915     10.352   0     
  161.617863   48.076133    8.599    0     
  131.733244   9.223696     9.675    0     
  161.526489   46.183994    8.594    0     
  162.827401   48.911773    8.662    0     
  139.246332   25.06126     8.264    0     
  195.293988   56.857746    10.393   0     
  147.277358   35.012563    8.053    0     
  235.234597   54.319567    12.367   0     
  160.186891   44.958732    8.525    0     
  176.290463   52.606162    9.397    0     
  159.10771    47.085858    8.471    0     
  119.698131   -15.917376   20.323   0     
  165.293503   50.38184     8.795    0     
  141.660272   29.32956     8.119    0     
  124.945324   -8.37338     13.989   0     
  205.015975   57.709056    10.88    0     
  229.651251   57.220597    12.093   0     
  142.756098   29.985577    8.081    0     
  128.454112   5.521333     11.138   0     
  132.342973   11.887566    9.478    0     
  130.834851   7.567902     10.002   0     
  177.850163   52.409737    9.482    0     
  134.309628   16.817886    8.965    0     
  121.865289   -14.026717   17.707   0     
  156.065967   40.50137     8.327    0     
  172.132629   51.874268    9.17     0     
  123.536025   -5.939529    15.689   0     
  159.654888   45.737251    8.498    0     
  193.017207   58.81958     10.278   0     
  153.918284   38.926163    8.236    0     
  128.443061   2.291481     11.144   0     
  195.188945   56.454932    10.388   0     
  150.177052   38.554585    8.11     0     
  184.549782   56.376727    9.84     0     
  166.900138   49.17526     8.882    0     
  155.483332   42.968346    8.302    0     
  132.110327   9.733136     9.551    0     
  128.110038   -0.019128    11.341   0     
  132.34884    11.98908     9.476    0     
  127.436538   2.402574     11.776   0     
  235.013498   54.040893    12.356   0     
  209.114432   59.716287    11.084   0     
  142.515515   28.570728    8.088    0     
  122.266292   -14.507718   17.222   0     
  197.577744   58.582883    10.508   0     
  220.578276   58.916136    11.648   0     
  175.814788   55.09915     9.372    0     
  162.802865   46.862858    8.661    0     
  230.211238   56.302447    12.121   0     
  130.908743   5.808835     9.974    0     
  163.085913   46.818775    8.676    0     
  142.116645   30.143969    8.101    0     
  140.651147   26.156689    8.168    0     
  224.800431   58.075405    11.855   0     
  139.509235   21.167675    8.244    0     
  135.336636   15.942032    8.76     0     
  205.590554   57.209125    10.909   0     
  126.724738   -5.196063    12.296   0     
  140.759988   23.145695    8.162    0     
  128.009096   -1.805496    11.403   0     
  213.660045   57.670076    11.308   0     
  175.518739   52.215941    9.355    0     
  190.809495   58.360521    10.165   0     
  128.786286   6.177939     10.952   0     
  209.788046   57.70383     11.117   0     
  227.544867   55.934186    11.99    0     
  122.494751   -14.907819   16.947   0     
  136.77185    15.989856    8.531    0     
  123.631734   -5.598737    15.574   0     
  163.020872   49.303415    8.673    0     
  137.130595   17.647373    8.483    0     
  139.783928   24.459095    8.224    0     
  125.602534   -8.265487    13.281   0     
  210.134077   59.144991    11.134   0     
  125.424348   -2.958532    13.462   0     
  182.20617    55.721343    9.716    0     
  226.435439   56.636639    11.935   0     
  129.258634   6.070599     10.705   0     
  132.193772   11.748794    9.524    0     
  151.069374   36.358338    8.136    0     
  175.990144   54.893278    9.381    0     
  135.227874   13.160617    8.78     0     
  139.841275   24.910128    8.22     0     
  139.56162    25.045064    8.24     0     
  140.724065   23.574191    8.164    0     
  218.812928   58.933588    11.561   0     
  146.613208   32.20802     8.047    0     
  130.81004    8.129181     10.012   0     
  141.452862   27.123279    8.128    0     
  160.636437   45.871834    8.548    0     
  224.297978   57.256625    11.83    0     
  225.940415   55.69884     11.911   0     
  229.356709   56.7176      12.079   0     
  169.42521    50.868029    9.021    0     
  198.75267    57.158161    10.568   0     
  138.927252   20.332529    8.291    0     
  129.396558   5.686658     10.636   0     
  153.135606   41.202596    8.206    0     
  151.096852   36.465276    8.137    0     
  206.641963   58.290606    10.961   0     
  212.879643   57.439688    11.27    0     
  128.410376   0.831717     11.163   0     
  139.195708   21.522508    8.269    0     
  133.527918   9.786534     9.149    0     
  156.222514   43.172407    8.334    0     
  154.204381   39.224677    8.248    0     
  130.467885   9.822919     10.15    0     
  130.323554   9.088756     10.211   0     
  221.673876   57.633051    11.702   0     
  178.97341    54.224421    9.543    0     
  175.700586   53.268353    9.365    0     
  158.532488   43.719894    8.443    0     
  140.595287   23.828381    8.172    0     
  190.304308   58.424585    10.139   0     
  216.31967    57.360295    11.439   0     
  149.366543   34.332748    8.09     0     
  216.520894   57.849788    11.449   0     
  222.58924    57.685625    11.747   0     
  227.113702   56.245023    11.969   0     
  125.769694   -1.881644    13.119   0     
  164.93734    49.431723    8.775    0     
  152.67773    41.504351    8.189    0     
  152.231516   40.606312    8.174    0     
  136.353633   16.848328    8.591    0     
  185.070883   54.501936    9.867    0     
  148.703056   35.041902    8.076    0     
  160.422232   46.408574    8.537    0     
  150.502115   39.153766    8.119    0     
  184.076932   56.008686    9.815    0     
  127.092998   -0.234782    12.019   0     
  124.569019   -10.260462   14.442   0     
  229.621088   58.082922    12.092   0     
  193.817689   58.323462    10.318   0     
  125.735644   -2.960817    13.151   0     
  139.369876   24.380313    8.255    0     
  197.522317   58.72209     10.506   0     
  189.128755   57.841433    10.078   0     
  222.668732   58.736568    11.751   0     
  132.668691   13.852044    9.381    0     
  182.750619   57.059883    9.745    0     
  158.8375     42.792944    8.458    0     
  141.836137   28.618009    8.112    0     
  171.025904   51.059009    9.109    0     
  142.100059   25.881683    8.102    0     
  139.558219   21.648744    8.24     0     
  129.250806   6.074615     10.709   0     
  142.194172   27.693688    8.099    0     
  191.228918   57.721209    10.186   0     
  129.636249   4.268337     10.52    0     
  126.013858   -2.452174    12.892   0     
  133.308835   10.688356    9.205    0     
  123.084155   -9.850676    16.235   0     
  222.282918   57.695736    11.732   0     
  159.665958   45.183138    8.499    0     
  225.16069    58.738058    11.873   0     
  233.969184   55.775223    12.305   0     
  169.493353   49.059316    9.025    0     
  139.864165   23.247828    8.218    0     
  150.738579   37.889061    8.126    0     
  161.981741   44.919971    8.618    0     
  136.182201   19.057043    8.618    0     
  199.489321   57.580513    10.604   0     
  218.335942   59.074894    11.538   0     
  125.435312   -1.449304    13.45    0     
  224.790414   58.645241    11.855   0     
  134.117492   13.24736     9.008    0     
  231.454609   57.136894    12.182   0     
  156.731846   43.843651    8.357    0     
  169.705174   49.64011     9.036    0     
  172.59111    52.79758     9.195    0     
  119.439954   -16.783791   20.635   0     
  180.431819   55.097724    9.621    0     
  155.603919   40.74118     8.307    0     
  121.351785   -15.461177   18.326   0     
  129.111446   1.506012     10.78    0     
  149.332394   36.617563    8.089    0     
  120.139659   -14.519804   19.79    0     
  188.246692   56.904603    10.033   0     
  124.186546   -10.810191   14.904   0     
  125.63292    -7.692826    13.251   0     
  132.120792   11.175894    9.547    0     
  130.45886    7.619478     10.154   0     
  174.25107    51.792048    9.286    0     
  210.306719   58.822962    11.143   0     
  165.854825   49.234219    8.825    0     
  155.013983   42.408359    8.281    0     
  125.096161   -1.856447    13.816   0     
  121.509555   -16.512367   18.136   0     
  197.601662   57.447585    10.51    0     
  225.310798   58.840047    11.88    0     
  146.360771   33.997111    8.045    0     
  159.138922   44.356637    8.473    0     
  146.392989   33.564108    8.045    0     
  223.695587   59.001384    11.801   0     
  155.945299   44.796903    8.322    0     
  123.759035   -9.616497    15.42    0     
  142.430578   28.216412    8.091    0     
  176.467546   55.001887    9.407    0     
  139.397717   22.506214    8.252    0     
  121.341101   -14.36222    18.339   0     
  134.066923   16.426483    9.02     0     
  189.536724   55.390589    10.099   0     
  175.189016   52.349839    9.337    0     
  143.565823   32.170463    8.062    0     
  221.956899   59.173322    11.716   0     
  135.638256   14.945575    8.706    0     
  139.869481   22.151183    8.218    0     
  126.322608   -0.248047    12.623   0     
  199.332744   57.584506    10.597   0     
  128.15898    2.317763     11.312   0     
  198.031949   57.100066    10.531   0     
  131.34847    11.532553    9.809    0     
  128.642171   3.385586     11.031   0     
  161.975759   46.797188    8.618    0     
  188.487588   56.414562    10.045   0     
  127.409027   -0.255713    11.795   0     
  147.384705   33.542326    8.054    0     
  176.928032   53.167657    9.432    0     
  191.833602   55.749797    10.217   0     
  135.096951   13.336843    8.804    0     
  235.860169   55.694758    12.398   0     
  189.720801   57.092653    10.109   0     
  210.330706   58.642724    11.144   0     
  155.56927    43.702193    8.305    0     
  132.246207   10.694478    9.508    0     
  130.009548   4.803096     10.348   0     
  188.616395   57.502023    10.052   0     
  191.527081   55.734511    10.202   0     
  123.855358   -9.71905     15.304   0     
  195.60129    58.959005    10.409   0     
  211.625467   57.862766    11.208   0     
  167.560678   48.309559    8.918    0     
  126.681193   -4.325096    12.33    0     
  142.592552   28.385438    8.086    0     
  153.388227   39.200676    8.216    0     
  161.631045   45.632505    8.6      0     
  123.921638   -8.279728    15.224   0     
  225.267154   58.410998    11.878   0     
  148.157897   32.807425    8.066    0     
  225.709755   58.4273      11.9     0     
  131.559727   7.333958     9.734    0     
  190.594995   55.547336    10.154   0     
  138.33886    19.191978    8.346    0     
  121.97709    -11.742562   17.572   0     
  120.405839   -15.067014   19.468   0     
  141.925369   24.732588    8.108    0     
  176.142926   53.424644    9.389    0     
  171.391894   52.59476     9.129    0     
  135.272128   18.008411    8.772    0     
  162.101163   45.217418    8.624    0     
  167.56611    50.483164    8.919    0     
  155.349903   40.875982    8.296    0     
  152.712543   39.433503    8.191    0     
  157.886719   44.314386    8.412    0     
  131.096704   9.841412     9.902    0     
  197.850659   57.052063    10.522   0     
  130.010835   6.730536     10.347   0     
  123.414038   -13.809647   15.837   0     
  135.02039    17.869816    8.819    0     
  153.248056   42.257367    8.21     0     
  124.587007   -9.688708    14.421   0     
  130.321699   4.937006     10.212   0     
  219.95293    56.947305    11.617   0     
  128.993917   6.551441     10.841   0     
  122.433808   -13.187466   17.02    0     
  133.639855   9.613496     9.121    0     
  153.971276   42.457548    8.239    0     
  132.515713   10.849438    9.426    0     
  146.033479   34.854326    8.044    0     
  182.414683   54.890218    9.727    0     
  140.272546   21.913421    8.191    0     
  197.046887   57.393784    10.482   0     
  130.765872   6.178601     10.029   0     
  139.26346    22.959136    8.263    0     
  121.562472   -12.237912   18.072   0     
  146.93107    34.398982    8.049    0     
  123.331904   -13.030393   15.936   0     
  122.232881   -13.034563   17.263   0     
  237.047027   55.290112    12.456   0     
  129.612079   7.219385     10.531   0     
  202.402181   57.071784    10.75    0     
  126.82596    -2.892828    12.218   0     
  125.065593   -9.897338    13.85    0     
  124.039096   -8.446582    15.082   0     
  123.270362   -9.315885    16.01    0     
  157.117194   43.050501    8.375    0     
  124.225027   -8.150553    14.858   0     
  164.783117   48.23057     8.767    0     
  129.99366    7.35541      10.355   0     
  135.129699   17.191959    8.798    0     
  139.961736   23.681       8.211    0     
  128.591903   3.901337     11.059   0     
  130.534069   9.547086     10.123   0     
  175.198277   54.726187    9.338    0     
  141.633097   26.262482    8.12     0     
  121.549748   -11.099735   18.087   0     
  122.835269   -12.723516   16.535   0     
  136.779277   16.301672    8.53     0     
  152.933743   41.839229    8.199    0     
  147.190065   36.30584     8.052    0     
  137.890938   21.438226    8.393    0     
  185.846878   55.637322    9.908    0     
  150.278684   36.083922    8.113    0     
  124.017122   -9.532376    15.109   0     
  128.555967   2.885161     11.08    0     
  160.409953   45.928715    8.537    0     
  168.707366   50.116207    8.981    0     
  137.726771   18.064952    8.411    0     
  206.675125   59.230232    10.963   0     
  139.164779   23.533279    8.271    0     
  137.792167   20.251431    8.404    0     
  137.128861   20.413387    8.484    0     
  122.088438   -10.060718   17.437   0     
  189.410027   55.561508    10.093   0     
  130.122496   7.088639     10.298   0     
  120.116726   -16.728674   19.818   0     
  136.759634   16.062576    8.533    0     
  128.166842   1.312665     11.307   0     
  122.88375    -14.198879   16.477   0     
  141.331556   26.292137    8.134    0     
  131.743464   8.32634      9.671    0     
  154.211129   42.341164    8.248    0     
  139.740174   22.755674    8.227    0     
  189.226836   58.131772    10.083   0     
  132.074334   11.555812    9.562    0     
  187.63871    56.452373    10.001   0     
  125.430673   -4.750034    13.455   0     
  225.868647   55.755251    11.908   0     
  157.746072   43.010906    8.405    0     
  157.998716   45.646928    8.417    0     
  144.502028   31.221992    8.049    0     
  198.618922   58.054016    10.561   0     
  163.789725   49.304058    8.714    0     
  119.645807   -15.413912   20.386   0     
  126.242232   -2.920362    12.691   0     
  128.45979    1.772149     11.135   0     
  129.99981    5.450719     10.352   0     
  129.355111   4.162292     10.656   0     
  160.523437   46.595546    8.542    0     
  140.120212   24.122918    8.201    0     
  234.940023   56.271889    12.353   0     
  194.603237   57.068247    10.358   0     
  127.935397   -2.259534    11.449   0     
  179.584734   53.30279     9.576    0     
  209.906371   58.696883    11.123   0     
  140.429485   26.015816    8.181    0     
  143.844543   28.049075    8.057    0     
  228.954224   57.477219    12.059   0     
  145.454192   34.264382    8.044    0     
  127.042785   -1.179122    12.055   0     
  229.475715   55.932922    12.085   0     
  165.51651    48.72313     8.807    0     
  125.166881   -5.80297     13.737   0     
  141.527353   27.038331    8.125    0     
  138.65398    24.28314     8.316    0     
  226.113012   57.799578    11.92    0     
  202.393112   57.542652    10.75    0     
  195.934185   58.301687    10.426   0     
  140.656556   22.271119    8.168    0     
  143.732138   29.353764    8.059    0     
  179.7303     55.076696    9.583    0     
  157.033432   44.73706     8.371    0     
  144.974257   29.008562    8.045    0     
  167.087651   48.611368    8.892    0     
  185.577807   55.37521     9.894    0     
  136.600164   16.329514    8.555    0     
  232.907687   55.543941    12.253   0     
  126.456754   -2.614895    12.511   0     
  226.491652   58.404781    11.938   0     
  168.280561   51.382904    8.958    0     
  233.038007   55.000292    12.259   0     
  130.480876   4.600843     10.145   0     
  191.879694   57.629222    10.22    0     
  213.600165   59.340234    11.305   0     
  217.364333   59.433686    11.49    0     
  134.969669   13.412639    8.829    0     
  145.799834   31.290756    8.044    0     
  130.543161   6.97233      10.119   0     
  164.348384   48.807994    8.744    0     
  229.803999   55.647222    12.101   0     
  125.791244   -2.735478    13.098   0     
  120.925563   -16.695509   18.841   0     
  234.102736   55.664934    12.312   0     
  156.697517   41.180779    8.356    0     
  160.778656   46.306591    8.555    0     
  159.196171   43.032589    8.475    0     
  167.529037   49.685774    8.917    0     
  184.546947   57.405834    9.84     0     
  206.134524   56.968381    10.936   0     
  137.103671   18.701556    8.487    0     
  235.430281   55.38571     12.377   0     
  171.763291   52.188781    9.15     0     
  128.704072   -0.883023    10.997   0     
  124.444774   -4.241316    14.592   0     
  217.40673    58.899497    11.492   0     
  187.362243   55.071096    9.987    0     
  159.208771   43.226828    8.476    0     
  143.1697     31.358585    8.071    0     
  154.5813     42.987889    8.263    0     
  176.076532   54.034608    9.386    0     
  135.88036    19.85353     8.666    0     
  160.31081    46.617711    8.531    0     
  237.029654   55.745628    12.455   0     
  125.182885   -3.372537    13.719   0     
  224.626943   58.402043    11.847   0     
  199.722138   57.999759    10.616   0     
  175.718583   53.966772    9.366    0     
  161.337654   46.846722    8.584    0     
  232.034213   56.603316    12.21    0     
  133.7974     10.877042    9.083    0     
  147.459913   35.432957    8.055    0     
  150.880662   37.682358    8.13     0     
  152.870795   40.351051    8.196    0     
  146.796303   31.581264    8.048    0     
  170.128251   50.429102    9.06     0     
  216.131657   57.70327     11.43    0     
  140.279611   24.652247    8.19     0     
  129.27803    0.458249     10.695   0     
  139.908379   25.974648    8.215    0     
  125.180534   -7.029087    13.721   0     
  150.039703   35.942636    8.106    0     
  155.498855   42.505023    8.302    0     
  125.194793   -5.606829    13.706   0     
  128.206044   3.075291     11.284   0     
  182.145896   53.828002    9.713    0     
  207.781903   58.616466    11.018   0     
  174.653767   54.218018    9.308    0     
  147.353125   33.41274     8.054    0     
  142.679112   29.311507    8.083    0     
  228.275422   58.005353    12.026   0     
  136.710459   16.942449    8.54     0     
  147.085192   31.594494    8.051    0     
  137.860859   19.885975    8.396    0     
  212.878235   57.853354    11.27    0     
  225.700028   56.225946    11.899   0     
  150.610647   36.832115    8.122    0     
  148.032754   36.859864    8.064    0     
  148.280289   33.370476    8.068    0     
  222.175755   58.962805    11.726   0     
  228.466815   57.940613    12.035   0     
  229.856523   55.526051    12.103   0     
  183.50086    57.235128    9.784    0     
  136.86897    18.563863    8.518    0     
  139.967755   24.405024    8.211    0     
  146.177221   32.640392    8.044    0     
  174.902742   53.614073    9.322    0     
  228.730335   58.190683    12.048   0     
  155.341228   42.88012     8.295    0     
  139.492691   20.623018    8.245    0     
  128.45323    -1.332851    11.138   0     
  160.567815   47.711057    8.545    0     
  132.153013   9.667018     9.537    0     
  122.834627   -9.601303    16.536   0     
  186.64191    56.432539    9.949    0     
  132.869614   8.67761      9.324    0     
  204.616331   59.808067    10.86    0     
  183.280271   54.04073     9.773    0     
  200.790324   58.604689    10.67    0     
  130.568865   4.668821     10.109   0     
  137.826337   20.901774    8.4      0     
  160.973375   44.260131    8.565    0     
  125.503503   -5.016248    13.381   0     
  142.798684   30.035918    8.08     0     
  190.085777   57.311041    10.128   0     
  208.691455   59.309071    11.063   0     
  124.122203   -10.028912   14.982   0     
  128.498828   3.98932      11.112   0     
  129.82459    3.35572      10.432   0     
  215.76891    57.620012    11.412   0     
  134.514096   16.187898    8.921    0     
  221.503955   59.047225    11.693   0     
  128.593668   1.145782     11.058   0     
  132.528793   10.36404     9.422    0     
  155.281661   43.260478    8.293    0     
  167.414795   51.280717    8.91     0     
  151.657091   39.066826    8.154    0     
  128.364812   1.864258     11.19    0     
  133.835383   11.033147    9.073    0     
  156.471742   44.201671    8.346    0     
  134.612944   15.368529    8.901    0     
  139.363344   21.788868    8.255    0     
  198.007171   58.178872    10.53    0     
  185.278409   55.286202    9.878    0     
  193.253968   57.106944    10.29    0     
  123.69734    -9.081635    15.495   0     
  139.876276   24.11279     8.217    0     
  170.94463    50.048397    9.104    0     
  129.407841   1.871981     10.63    0     
  129.385063   3.050408     10.641   0     
  123.421269   -6.271852    15.828   0     
  236.085887   54.4749      12.409   0     
  126.848297   -1.671952    12.201   0     
  154.767232   41.091174    8.271    0     
  166.309602   51.210619    8.85     0     
  122.125952   -9.573768    17.392   0     
  126.479493   -4.7083      12.492   0     
  150.299583   37.18205     8.113    0     
  126.867514   -3.303079    12.186   0     
  192.619088   58.705308    10.257   0     
  137.779295   18.123443    8.405    0     
  216.165573   57.202483    11.431   0     
  156.142865   43.240694    8.331    0     
  229.701001   55.817343    12.096   0     
  137.621092   18.457415    8.423    0     
  140.480347   22.069417    8.178    0     
  159.252227   43.474967    8.478    0     
  121.961198   -16.706051   17.591   0     
  134.747127   16.967258    8.873    0     
  142.858721   29.478944    8.078    0     
  170.157295   50.45214     9.061    0     
  161.554333   47.017113    8.596    0     
  138.653954   21.037517    8.316    0     
  131.338099   7.48969      9.813    0     
  134.588159   13.852264    8.906    0     
  190.882288   58.083325    10.169   0     
  132.046061   11.068302    9.571    0     
  121.575649   -16.910419   18.056   0     
  221.298354   57.282784    11.683   0     
  217.950366   58.96405     11.519   0     
  215.309117   57.03477     11.389   0     
  125.977881   -4.547755    12.925   0     
  121.502152   -12.052549   18.145   0     
  150.686325   39.855599    8.124    0     
  147.735765   32.540352    8.059    0     
  125.639782   -2.632214    13.245   0     
  137.76431    18.738742    8.407    0     
  167.843177   51.293179    8.934    0     
  184.706316   54.37695     9.848    0     
  214.734733   58.47219     11.361   0     
  148.087673   36.777208    8.064    0     
  125.748021   -0.322854    13.139   0     
  120.025129   -15.943524   19.928   0     
  147.288983   35.668581    8.053    0     
  192.829444   57.361826    10.268   0     
  132.059273   10.10338     9.567    0     
  216.454856   59.368865    11.446   0     
  157.587502   45.341209    8.397    0     
  151.718977   39.933805    8.156    0     
  151.214848   36.470195    8.14     0     
  154.474239   43.167894    8.259    0     
  135.869593   17.968402    8.668    0     
  229.41407    55.814551    12.082   0     
  220.480496   57.656543    11.643   0     
  151.476585   37.2234      8.148    0     
  174.377946   51.932511    9.293    0     
  224.042237   58.686036    11.818   0     
  192.823126   55.932496    10.268   0     
  210.29936    57.852321    11.142   0     
  127.109526   -2.912657    12.007   0     
  146.148637   31.609595    8.044    0     
  166.264576   48.335265    8.848    0     
  160.578063   47.61091     8.545    0     
  147.792598   36.178773    8.06     0     
  202.041931   58.388967    10.732   0     
  227.077459   58.082915    11.967   0     
  202.179637   59.534015    10.739   0     
  139.634395   20.691371    8.234    0     
  134.450882   13.85071     8.935    0     
  151.731769   37.718885    8.157    0     
  174.685158   52.76845     9.31     0     
  134.351053   17.456486    8.956    0     
  124.854757   -5.573858    14.097   0     
  209.754257   58.341962    11.115   0     
  130.013424   4.064089     10.346   0     
  124.859466   -6.126908    14.092   0     
  132.378493   7.419532     9.467    0     
  127.506451   -0.787268    11.728   0     
  145.197035   33.73865     8.044    0     
  132.761942   12.933599    9.354    0     
  150.76564    37.194918    8.127    0     
  142.294124   26.142965    8.095    0     
  122.418875   -10.974131   17.038   0     
  143.877334   32.511742    8.057    0     
  193.021664   57.356799    10.278   0     
  181.971624   56.742338    9.703    0     
  124.686413   -6.961875    14.301   0     
  129.510223   1.573818     10.58    0     
  214.909426   58.815301    11.37    0     
  133.874871   13.518522    9.064    0     
  136.003885   20.004574    8.646    0     
  136.764601   15.977119    8.532    0     
  154.19067    40.096359    8.247    0     
  229.073221   57.114473    12.065   0     
  221.55182    57.921001    11.696   0     
  129.41847    3.489876     10.625   0     
  133.705312   11.976613    9.105    0     
  124.595353   -3.765102    14.411   0     
  167.544608   49.348996    8.918    0     
  143.70397    30.076717    8.06     0     
  224.163986   57.381854    11.824   0     
  128.464839   -1.136382    11.132   0     
  234.056453   55.890975    12.309   0     
  180.799922   53.775695    9.641    0     
  178.060902   52.910623    9.494    0     
  171.786728   52.268875    9.151    0     
  154.317529   42.564793    8.252    0     
  181.995034   56.428694    9.705    0     
  230.62233    57.193011    12.141   0     
  216.509107   59.381535    11.448   0     
  214.250056   58.398687    11.337   0     
  204.670775   59.824985    10.863   0     
  134.914004   14.04143     8.84     0     
  152.50005    39.315178    8.183    0     
  125.977061   -1.038026    12.926   0     
  131.068088   7.085677     9.913    0     
  192.566307   57.662715    10.255   0     
  146.859208   31.376054    8.049    0     
  127.222408   0.190748     11.926   0     
  178.735002   53.934771    9.53     0     
  150.094864   35.679303    8.108    0     
  122.598455   -12.1603     16.821   0     
  132.664768   8.527365     9.382    0     
  130.936795   10.03121     9.963    0     
  131.791319   8.768307     9.655    0     
  171.925456   53.030438    9.158    0     
  125.02529    -6.646206    13.896   0     
  180.168615   56.357181    9.607    0     
  130.226958   6.014161     10.252   0     
  128.320889   4.483124     11.215   0     
  199.041095   58.801024    10.582   0     
  137.304086   18.365116    8.461    0     
  219.001883   57.513132    11.571   0     
  198.908817   57.563855    10.575   0     
  155.782204   44.651677    8.315    0     
  211.251474   59.087977    11.189   0     
  188.078238   56.90024     10.024   0     
  126.212823   -4.008423    12.717   0     
  140.84627    27.641372    8.158    0     
  135.744465   18.774209    8.688    0     
  149.999407   34.960828    8.105    0     
  139.053467   25.019197    8.28     0     
  128.141384   -0.441843    11.322   0     
  126.385908   1.073212     12.57    0     
  142.098584   24.655677    8.102    0     
  179.892714   54.331631    9.592    0     
  220.461638   58.084677    11.642   0     
  135.976659   18.841721    8.65     0     
  124.408993   -10.756295   14.636   0     
  125.686171   -2.24407     13.199   0     
  188.757225   57.423431    10.059   0     
  199.734865   58.613423    10.617   0     
  187.120577   55.952987    9.974    0     
  126.149714   -5.532595    12.771   0     
  214.322404   56.883125    11.341   0     
  183.606999   56.98498     9.79     0     
  133.672887   12.359895    9.113    0     
  145.532259   31.121087    8.043    0     
  131.765425   6.400447     9.664    0     
  136.568016   15.811725    8.56     0     
  124.118602   -6.602623    14.986   0     
  153.982555   39.111917    8.239    0     
  161.131512   47.49368     8.574    0     
  131.307853   9.385113     9.824    0     
  153.801409   42.507517    8.232    0     
  191.443574   57.738705    10.197   0     
  126.552798   -0.391115    12.433   0     
  120.279513   -15.01924    19.621   0     
  131.130524   5.894352     9.889    0     
  159.72869    45.655397    8.502    0     
  135.350534   17.028887    8.757    0     
  119.901352   -16.193172   20.078   0     
  155.665738   42.544148    8.31     0     
  155.492071   43.120506    8.302    0     
  142.283619   25.741793    8.096    0     
  221.890009   56.733135    11.712   0     
  219.282842   58.680834    11.584   0     
  124.466767   -8.507744    14.566   0     
  133.535369   12.580879    9.147    0     
  159.928849   45.67624     8.512    0     
  134.767604   13.85341     8.869    0     
  156.047655   42.357497    8.326    0     
  148.054732   33.909145    8.064    0     
  183.892707   56.273314    9.805    0     
  164.987673   50.298355    8.778    0     
  226.42884    57.700732    11.935   0     
  235.534251   56.252896    12.382   0     
  133.253974   13.415244    9.219    0     
  216.087824   59.698682    11.427   0     
  122.794693   -13.145656   16.584   0     
  131.094971   8.895802     9.903    0     
  163.650428   49.040495    8.706    0     
  153.662179   38.735656    8.226    0     
  124.175583   -8.100598    14.917   0     
  123.318864   -10.029402   15.952   0     
  234.184681   54.406259    12.316   0     
  174.258689   53.592864    9.287    0     
  195.594035   58.863014    10.408   0     
  180.475718   55.442904    9.623    0     
  124.213908   -7.437017    14.871   0     
  160.257353   43.807464    8.529    0     
  138.915682   20.119822    8.292    0     
  124.469667   -9.034838    14.562   0     
  165.305823   47.421845    8.795    0     
  120.442006   -13.766479   19.425   0     
  137.408671   17.434822    8.449    0     
  147.111605   34.413535    8.051    0     
  141.32975    26.138918    8.134    0     
  140.659625   24.758571    8.168    0     
  158.247593   45.547376    8.429    0     
  122.787597   -9.634929    16.593   0     
  166.780577   49.730296    8.876    0     
  127.249292   -3.13056     11.907   0     
  132.464417   9.265316     9.441    0     
  140.045402   23.728214    8.206    0     
  171.583686   50.236073    9.14     0     
  128.293383   1.255714     11.231   0     
  186.843786   56.155616    9.96     0     
  217.943875   57.314769    11.519   0     
  148.304489   36.574042    8.068    0     
  123.75171    -9.184395    15.429   0     
  121.491406   -16.437731   18.158   0     
  204.658791   58.653379    10.863   0     
  151.343741   39.520384    8.144    0     
  148.792087   36.832559    8.077    0     
  123.694644   -10.119134   15.498   0     
  172.232605   50.327019    9.175    0     
  136.517173   17.206809    8.567    0     
  138.838979   19.798636    8.299    0     
  157.612562   45.155557    8.399    0     
  130.402764   3.336464     10.178   0     
  237.333474   55.855198    12.47    0     
  147.48557    36.498737    8.056    0     
  218.641414   57.101959    11.553   0     
  124.569033   -9.864581    14.442   0     
  139.173223   19.858551    8.27     0     
  121.760229   -16.944711   17.833   0     
  159.081795   43.030367    8.47     0     
  232.082086   56.133061    12.213   0     
  130.653267   7.112485     10.074   0     
  141.573287   26.004383    8.123    0     
  208.855426   59.187736    11.071   0     
  130.542169   5.609615     10.12    0     
  170.670062   50.629242    9.089    0     
  179.315471   53.614476    9.561    0     
  163.067906   49.397548    8.675    0     
  130.399689   7.457112     10.179   0     
  137.795089   19.778391    8.404    0     
  121.886193   -16.990135   17.681   0     
  217.089987   59.268941    11.477   0     
  181.768011   54.974937    9.692    0     
  136.637013   21.157286    8.55     0     
  138.66696    24.570185    8.315    0     
  130.321515   6.244795     10.212   0     
  121.364496   -13.986815   18.311   0     
  233.920788   54.262037    12.303   0     
  121.587635   -16.048629   18.042   0     
  140.468421   24.766709    8.179    0     
  130.248268   8.713724     10.243   0     
  162.790842   46.324873    8.66     0     
  233.66833    55.344598    12.29    0     
  197.594166   58.024356    10.509   0     
  135.38228    17.054513    8.752    0     
  123.981116   -8.548525    15.152   0     
  149.294073   36.941305    8.088    0     
  125.550402   -2.902625    13.333   0     
  150.538135   39.365222    8.12     0     
  124.756149   -10.227057   14.216   0     
  157.8703     45.056256    8.411    0     
  172.706696   51.410947    9.201    0     
  141.491011   24.680475    8.126    0     
