#deg,kpc
#RA      DEC  Rhel  Flag
   8.5   -1.4 20.   0
   8.5   -1.4 20.   0
   8.5   -1.3 20.   0
   8.4   -1.2 20.   0
   8.4   -1.1 20.   0
   8.4   -1.0 20.   0
   8.3   -0.9 20.   0
   8.3   -0.9 20.   0
   8.3   -0.8 20.   0
   8.2   -0.7 20.   0
   8.2   -0.6 20.   0
   8.1   -0.5 20.   0
   8.1   -0.5 20.   0
   8.1   -0.4 20.   0
   8.0   -0.3 20.   0
   8.0   -0.2 20.   0
   8.0   -0.1 20.   0
   7.9   -0.1 20.   0
   7.9   +0.0 20.   0
   7.8   +0.1 20.   0
   7.8   +0.2 20.   0
   7.8   +0.3 20.   0
   7.7   +0.4 20.   0
   7.7   +0.4 20.   0
   7.7   +0.5 20.   0
   7.6   +0.6 20.   0
   7.6   +0.7 20.   0
   7.5   +0.8 20.   0
   7.5   +0.8 20.   0
   7.5   +0.9 20.   0
   7.4   +1.0 20.   0
   7.4   +1.1 20.   0
   7.3   +1.2 20.   0
   7.3   +1.2 20.   0
   7.3   +1.3 20.   0
   7.2   +1.4 20.   0
   7.2   +1.5 20.   0
   7.1   +1.6 20.   0
   7.1   +1.6 20.   0
   7.1   +1.7 20.   0
   7.0   +1.8 20.   0
   7.0   +1.9 20.   0
   6.9   +2.0 20.   0
   6.9   +2.1 20.   0
   6.9   +2.1 20.   0
   6.8   +2.2 20.   0
   6.8   +2.3 20.   0
   6.7   +2.4 20.   0
   6.7   +2.5 20.   0
   6.7   +2.5 20.   0
   6.6   +2.6 20.   0
   6.6   +2.7 20.   0
   6.5   +2.8 20.   0
   6.5   +2.9 20.   0
   6.5   +2.9 20.   0
   6.4   +3.0 20.   0
   6.4   +3.1 20.   0
   6.3   +3.2 20.   0
   6.3   +3.3 20.   0
   6.2   +3.4 20.   0
   6.2   +3.4 20.   0
   6.2   +3.5 20.   0
   6.1   +3.6 20.   0
   6.1   +3.7 20.   0
   6.0   +3.8 20.   0
   6.0   +3.8 20.   0
   5.9   +3.9 20.   0
   5.9   +4.0 20.   0
   5.9   +4.1 20.   1 
   5.8   +4.2 20.   0
   5.8   +4.2 20.   0
   5.7   +4.3 20.   0
   5.7   +4.4 20.   0
   5.6   +4.5 20.   0
   5.6   +4.6 20.   0
   5.6   +4.6 20.   0
   5.5   +4.7 20.   0
   5.5   +4.8 20.   0
   5.4   +4.9 20.   0
   5.4   +5.0 20.   0
   5.3   +5.1 20.   0
   5.3   +5.1 20.   0
   5.3   +5.2 20.   0
   5.2   +5.3 20.   0
   5.2   +5.4 20.   0
   5.1   +5.5 20.   0
   5.1   +5.5 20.   0
   5.0   +5.6 20.   0
   5.0   +5.7 20.   0
   4.9   +5.8 20.   0
   4.9   +5.9 20.   0
   4.9   +5.9 20.   0
   4.8   +6.0 20.   0
   4.8   +6.1 20.   0
   4.7   +6.2 20.   0
   4.7   +6.3 20.   0
   4.6   +6.4 20.   0
   4.6   +6.4 20.   0
   4.5   +6.5 20.   0
   4.5   +6.6 20.   0
   4.4   +6.7 20.   0
   4.4   +6.8 20.   0
   4.4   +6.8 20.   0
   4.3   +6.9 20.   0
   4.3   +7.0 20.   0
   4.2   +7.1 20.   0
   4.2   +7.2 20.   0
   4.1   +7.2 20.   0
   4.1   +7.3 20.   0
   4.0   +7.4 20.   0
   4.0   +7.5 20.   0
   3.9   +7.6 20.   0
   3.9   +7.6 20.   0
   3.8   +7.7 20.   0
   3.8   +7.8 20.   0
   3.7   +7.9 20.   0
   3.7   +8.0 20.   0
   3.7   +8.1 20.   0
   3.6   +8.1 20.   0
   3.6   +8.2 20.   0
   3.5   +8.3 20.   0
   3.5   +8.4 20.   0
   3.4   +8.5 20.   0
   3.4   +8.5 20.   0
   3.3   +8.6 20.   0
   3.3   +8.7 20.   0
   3.2   +8.8 20.   0
   3.2   +8.9 20.   0
   3.1   +8.9 20.   0
   3.1   +9.0 20.   0
   3.0   +9.1 20.   0
   3.0   +9.2 20.   0
   2.9   +9.3 20.   0
   2.9   +9.4 20.   0
   2.8   +9.4 20.   0
   2.8   +9.5 20.   0
   2.7   +9.6 20.   0
   2.7   +9.7 20.   0
   2.6   +9.8 20.   0
   2.6   +9.8 20.   0
   2.6   +9.9 20.   0
   2.5  +10.0 20.   0
