# Imp On TrackName         Name                TrackRefs       TrackRefsLatex                        Notes from-Members width_phi2 width_phi2_Ref width_pm_phi1_cosphi2 width_pm_phi1_cosphi2_Ref width_pm_phi2 width_pm_phi2_Ref total_v_sigma total_v_sigma_Ref Lv_stream L_Ref     width_comment
  st  1  Leiptr-I21        Leiptr              ibata2021       Ibata2021                             -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  ep  1  Lethe-G09         Lethe               grillmair2009   Grillmair2009                         -     0            0.2        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  LMS1-M21          LMS-1               malhan2021      Malhan2021                            -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  LMS1-Y20          LMS-1               yuan2020        Yuan2020                              -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  M2-G22            M2                  grillmair2022   Grillmair2022,Baumgardt2021           GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  M2-I21            M2                  ibata2021       Ibata2021                             GC    0            0.2        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  M3-Y23            M3-Svol             yang2023        Yang2023b                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------        apparent
  st  1  M30-S20           M30                 sollima2020     Sollima2020,Harris1996                GC    0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  M5-G19            M5                  grillmair2019   Grillmair2019                         GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  M5-I21            M5                  ibata2021       Ibata2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  M5-S20            M5                  sollima2020     Sollima2020,Harris1996                GC    0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  M68-I21           M68                 ibata2021       Ibata2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  Fjorm-I21         M68-Fjorm           ibata2021       Ibata2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  M68-P19           M68-Fjorm           palau2019       Palau2019                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  M92-I21           M92                 ibata2021       Ibata2021                             GC    1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  0  M92-S20           M92                 sollima2020     Sollima2020,Harris1996                GC    0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  M92-T20           M92                 thomas2020      Thomas2020                            GC    0            0.29       Thomas2020     -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Molonglo-G17      Molonglo            grillmair2017b  Grillmair2017_south                   -     0            0.3        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Monoceros-R21     Monoceros           ramos2021       Ramos2021                             -     0            2.5        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Murrumbidgee-G17  Murrumbidgee        grillmair2017b  Grillmair2017_south                   -     0            0.2        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  NGC1261-I21       NGC1261             ibata2021       Ibata2021                             GC    0            3.0        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  NGC1851-I21       NGC1851             ibata2021       Ibata2021                             GC    0            2.3        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  NGC2298-I21       NGC2298             ibata2021       Ibata2021                             GC    0            0.4        visual         -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  0  NGC2298-S20       NGC2298             sollima2020     Sollima2020,Harris1996                GC    0            -9.0       ------------   -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
